leave_id,employee_id,leave_type,start_date,end_date,total_leave_days,leave_reason,approval_status,approved_by
6429,1673,Casual Leave,2024-06-09,2024-06-16,8,Religious Festival,Approved,Ekalinga Gandhi
6430,346,Emergency Leave,2024-01-05,2024-01-09,5,Personal Work,Approved,Aarush Chakraborty
6431,1546,Maternity Leave,2025-01-10,2025-01-13,4,Religious Festival,Approved,Ojas Sheth
6432,501,Annual Leave,2025-12-14,2025-12-16,3,Personal Work,Approved,Mitali Prashad
6433,193,Unpaid Leave,2024-01-13,2024-01-14,2,Marriage,Approved,Ekansh Mukherjee
6434,776,Annual Leave,2025-11-07,2025-11-16,10,Higher Education,Approved,Advika Talwar
6435,2320,Maternity Leave,2024-02-17,2024-02-17,1,Religious Festival,Pending,
6436,2470,Emergency Leave,2025-07-23,2025-07-24,2,Higher Education,Approved,Devansh Bakshi
6437,334,Unpaid Leave,2025-02-19,2025-02-26,8,Marriage,Approved,Ubika Ranganathan
6438,134,Casual Leave,2025-05-03,2025-05-09,7,Vacation,Approved,Rehaan Lala
6439,2348,Casual Leave,2025-02-05,2025-02-06,2,Child Care,Approved,Dipta Deshpande
6440,20,Casual Leave,2024-12-05,2024-12-06,2,Personal Work,Rejected,
6441,2216,Unpaid Leave,2024-09-08,2024-09-11,4,Religious Festival,Approved,Mitali Garde
6442,856,Sick Leave,2025-10-17,2025-10-24,8,Personal Work,Approved,Zinal Nanda
6443,473,Unpaid Leave,2024-05-15,2024-05-23,9,Child Care,Approved,Kashvi Ghose
6444,1874,Emergency Leave,2024-07-27,2024-08-02,7,Vacation,Approved,Oni Mallick
6445,1589,Casual Leave,2025-01-23,2025-01-26,4,Higher Education,Approved,Jairaj Parsa
6446,2771,Paternity Leave,2025-05-31,2025-06-03,4,Higher Education,Approved,Bahadurjit Prabhakar
6447,969,Annual Leave,2024-05-31,2024-06-03,4,Personal Work,Approved,Omaja Balakrishnan
6448,2377,Unpaid Leave,2024-10-21,2024-10-27,7,Higher Education,Approved,Indrajit Yadav
6449,1366,Unpaid Leave,2025-03-02,2025-03-09,8,Personal Work,Pending,
6450,1394,Annual Leave,2025-10-27,2025-10-27,1,Personal Work,Approved,Tanmayi Dubey
6451,2185,Unpaid Leave,2025-11-13,2025-11-13,1,Higher Education,Approved,Neha Chaudry
6452,2972,Unpaid Leave,2024-12-11,2024-12-14,4,Medical Treatment,Approved,Vincent Bali
6453,1411,Emergency Leave,2024-12-31,2024-12-31,1,Personal Work,Approved,Udant Narula
6454,665,Emergency Leave,2024-09-13,2024-09-13,1,Religious Festival,Approved,Indrajit Karpe
6455,2375,Paternity Leave,2024-04-07,2024-04-11,5,Child Care,Approved,Raghav Lalla
6456,481,Annual Leave,2024-02-02,2024-02-03,2,Higher Education,Approved,Girindra Nagarajan
6457,1607,Casual Leave,2025-11-21,2025-11-28,8,Religious Festival,Approved,Aarush Gandhi
6458,1714,Casual Leave,2025-06-07,2025-06-14,8,Higher Education,Approved,Eshana Aurora
6459,622,Sick Leave,2025-10-12,2025-10-18,7,Marriage,Approved,Zaitra Saha
6460,1213,Maternity Leave,2024-11-13,2024-11-18,6,Vacation,Approved,Gaurav Raju
6461,833,Maternity Leave,2024-06-16,2024-06-16,1,Personal Work,Approved,Oviya Bhattacharyya
6462,2807,Emergency Leave,2025-06-14,2025-06-22,9,Child Care,Approved,Ijaya Mander
6463,47,Unpaid Leave,2024-05-23,2024-05-29,7,Family Emergency,Approved,Dominic Saxena
6464,2663,Paternity Leave,2025-02-14,2025-02-20,7,Family Emergency,Approved,Krish Dugal
6465,1679,Unpaid Leave,2024-08-29,2024-09-06,9,Higher Education,Approved,Chatura Jayaraman
6466,1806,Emergency Leave,2024-01-31,2024-02-07,8,Higher Education,Approved,Sai Datta
6467,168,Unpaid Leave,2024-04-01,2024-04-04,4,Child Care,Approved,Anvi Narayanan
6468,592,Emergency Leave,2025-07-06,2025-07-09,4,Family Emergency,Approved,Lakshit Kothari
6469,1819,Annual Leave,2024-10-28,2024-10-29,2,Higher Education,Approved,Lavanya Shetty
6470,977,Casual Leave,2025-02-11,2025-02-12,2,Child Care,Approved,Mason Dave
6471,707,Sick Leave,2024-12-22,2024-12-22,1,Family Emergency,Approved,Chakradhar Dhar
6472,1178,Sick Leave,2024-10-05,2024-10-07,3,Marriage,Approved,Pavani Seth
6473,213,Unpaid Leave,2025-05-12,2025-05-14,3,Marriage,Approved,Irya Borra
6474,1034,Casual Leave,2024-01-18,2024-01-24,7,Child Care,Approved,Dominic Mammen
6475,2902,Annual Leave,2025-10-15,2025-10-21,7,Personal Work,Approved,Madhav Bhasin
6476,2899,Sick Leave,2024-12-18,2024-12-18,1,Religious Festival,Approved,Madhavi Mital
6477,2681,Sick Leave,2024-07-03,2024-07-06,4,Child Care,Approved,Omkaar Mistry
6478,1324,Unpaid Leave,2024-02-21,2024-02-23,3,Medical Treatment,Approved,Yashasvi Muni
6479,560,Maternity Leave,2025-03-08,2025-03-13,6,Vacation,Approved,Balhaar Shenoy
6480,136,Unpaid Leave,2025-10-16,2025-10-22,7,Personal Work,Approved,Owen Deshmukh
6481,1040,Maternity Leave,2025-08-29,2025-09-06,9,Higher Education,Approved,Siya Ramesh
6482,1396,Sick Leave,2025-06-28,2025-06-29,2,Vacation,Approved,Anjali Joshi
6483,1049,Sick Leave,2025-07-01,2025-07-06,6,Personal Work,Approved,Jagrati Tak
6484,587,Maternity Leave,2024-01-31,2024-01-31,1,Higher Education,Approved,Janani Oza
6485,1681,Unpaid Leave,2025-11-27,2025-12-01,5,Religious Festival,Rejected,
6486,1365,Unpaid Leave,2024-04-21,2024-04-21,1,Child Care,Approved,Qarin Venkatesh
6487,2256,Maternity Leave,2024-04-19,2024-04-26,8,Vacation,Approved,Darsh Seshadri
6488,2781,Sick Leave,2025-12-17,2025-12-17,1,Family Emergency,Approved,Barkha Buch
6489,692,Annual Leave,2025-08-07,2025-08-10,4,Higher Education,Pending,
6490,141,Annual Leave,2024-07-27,2024-08-05,10,Religious Festival,Rejected,
6491,2295,Emergency Leave,2025-06-26,2025-07-02,7,Family Emergency,Pending,
6492,2212,Unpaid Leave,2024-01-28,2024-02-04,8,Higher Education,Approved,Unni Manne
6493,654,Maternity Leave,2025-05-14,2025-05-21,8,Medical Treatment,Approved,Darpan Chaudhary
6494,1031,Unpaid Leave,2024-10-20,2024-10-22,3,Religious Festival,Approved,Meera Sarin
6495,1675,Sick Leave,2024-09-25,2024-10-04,10,Higher Education,Approved,Jasmit Garde
6496,2731,Maternity Leave,2025-04-15,2025-04-21,7,Medical Treatment,Approved,Lavanya Krishnamurthy
6497,1750,Annual Leave,2024-11-19,2024-11-22,4,Family Emergency,Approved,Anjali Sampath
6498,2220,Maternity Leave,2024-12-27,2025-01-04,9,Vacation,Approved,Darika Narayan
6499,80,Casual Leave,2025-07-22,2025-07-23,2,Family Emergency,Approved,Noah Kaur
6500,2159,Emergency Leave,2025-08-10,2025-08-14,5,Medical Treatment,Approved,Dipta Rege
6501,615,Annual Leave,2024-09-04,2024-09-06,3,Vacation,Approved,Prisha Mutti
6502,337,Paternity Leave,2025-11-12,2025-11-19,8,Religious Festival,Approved,Zaid Walia
6503,1113,Annual Leave,2025-01-12,2025-01-18,7,Higher Education,Approved,Riya Bhattacharyya
6504,2538,Sick Leave,2025-04-09,2025-04-10,2,Personal Work,Approved,Omya Pandit
6505,1663,Emergency Leave,2025-03-23,2025-03-25,3,Religious Festival,Approved,Patrick Pal
6506,2664,Paternity Leave,2024-05-15,2024-05-15,1,Religious Festival,Approved,Anirudh Apte
6507,701,Emergency Leave,2024-08-28,2024-09-06,10,Personal Work,Approved,Daksha Ahuja
6508,700,Unpaid Leave,2025-02-12,2025-02-12,1,Child Care,Approved,Hemangini Krishnamurthy
6509,227,Emergency Leave,2025-07-12,2025-07-20,9,Religious Festival,Pending,
6510,1198,Paternity Leave,2024-07-06,2024-07-14,9,Marriage,Pending,
6511,827,Annual Leave,2025-03-04,2025-03-13,10,Higher Education,Rejected,
6512,581,Sick Leave,2024-12-15,2024-12-23,9,Vacation,Approved,Ekansh Malhotra
6513,1746,Annual Leave,2025-02-26,2025-02-27,2,Religious Festival,Approved,Yashoda Hora
6514,1825,Maternity Leave,2024-07-01,2024-07-03,3,Child Care,Approved,Warjas Morar
6515,1989,Annual Leave,2025-08-19,2025-08-23,5,Religious Festival,Approved,Ronith Karpe
6516,2049,Paternity Leave,2025-09-11,2025-09-12,2,Higher Education,Approved,Harini Srinivasan
6517,29,Annual Leave,2025-04-02,2025-04-07,6,Medical Treatment,Approved,Bachittar Iyengar
6518,2317,Emergency Leave,2024-06-28,2024-07-05,8,Higher Education,Approved,Balhaar Narain
6519,2742,Sick Leave,2025-04-24,2025-04-24,1,Religious Festival,Approved,Mekhala Bhatt
6520,302,Maternity Leave,2025-10-01,2025-10-03,3,Family Emergency,Approved,Thomas Brar
6521,2252,Paternity Leave,2025-11-10,2025-11-15,6,Marriage,Approved,Noah Tata
6522,2888,Sick Leave,2025-08-12,2025-08-21,10,Vacation,Approved,Dalbir Comar
6523,1101,Maternity Leave,2024-02-05,2024-02-08,4,Religious Festival,Approved,Joshua Buch
6524,2071,Sick Leave,2024-10-08,2024-10-17,10,Religious Festival,Pending,
6525,2194,Paternity Leave,2024-01-25,2024-01-30,6,Medical Treatment,Pending,
6526,317,Emergency Leave,2025-08-02,2025-08-05,4,Higher Education,Approved,Yasti Madan
6527,342,Casual Leave,2025-05-21,2025-05-30,10,Vacation,Approved,Harinakshi Anand
6528,1912,Casual Leave,2025-03-27,2025-04-03,8,Medical Treatment,Approved,Lopa Apte
6529,1269,Sick Leave,2024-06-07,2024-06-11,5,Higher Education,Approved,Harita Narula
6530,976,Maternity Leave,2025-08-16,2025-08-22,7,Family Emergency,Approved,Samuel Mutti
6531,1417,Maternity Leave,2024-02-13,2024-02-14,2,Marriage,Approved,Zaitra Narasimhan
6532,2839,Annual Leave,2025-12-13,2025-12-15,3,Higher Education,Approved,Chavvi Bose
6533,2981,Emergency Leave,2024-09-14,2024-09-17,4,Child Care,Approved,Timothy Sehgal
6534,2902,Unpaid Leave,2025-01-17,2025-01-24,8,Personal Work,Approved,Yochana Handa
6535,1217,Sick Leave,2024-01-23,2024-01-27,5,Religious Festival,Approved,Azaan Tank
6536,1247,Maternity Leave,2024-06-24,2024-07-01,8,Family Emergency,Approved,Turvi Kapadia
6537,2473,Unpaid Leave,2025-08-11,2025-08-17,7,Medical Treatment,Approved,Mitali Wali
6538,1383,Emergency Leave,2025-11-12,2025-11-16,5,Vacation,Approved,Tanay Thakur
6539,642,Maternity Leave,2025-02-27,2025-03-08,10,Marriage,Approved,Rachit Narasimhan
6540,1107,Maternity Leave,2025-11-17,2025-11-17,1,Family Emergency,Approved,Vyanjana Kaul
6541,1201,Emergency Leave,2025-04-25,2025-05-04,10,Vacation,Approved,Jacob Jha
6542,2567,Annual Leave,2024-11-17,2024-11-17,1,Vacation,Approved,Jasmit Sarma
6543,2464,Annual Leave,2025-07-25,2025-07-31,7,Higher Education,Approved,Abdul Mitter
6544,935,Emergency Leave,2024-06-24,2024-06-30,7,Family Emergency,Approved,Aarav Dubey
6545,1661,Emergency Leave,2024-09-26,2024-09-28,3,Personal Work,Approved,Kritika Thaker
6546,2433,Sick Leave,2024-07-26,2024-07-26,1,Marriage,Approved,Qushi Lanka
6547,218,Maternity Leave,2024-04-27,2024-04-28,2,Personal Work,Approved,Tristan Dara
6548,2579,Annual Leave,2025-09-13,2025-09-14,2,Family Emergency,Approved,Nirja Gour
6549,1912,Sick Leave,2025-06-08,2025-06-09,2,Medical Treatment,Pending,
6550,1885,Sick Leave,2025-01-13,2025-01-15,3,Medical Treatment,Approved,Idika Naik
6551,1060,Emergency Leave,2024-08-18,2024-08-23,6,Vacation,Approved,Qushi Oommen
6552,48,Paternity Leave,2025-09-08,2025-09-09,2,Family Emergency,Approved,Jyoti Buch
6553,2501,Unpaid Leave,2025-05-07,2025-05-10,4,Religious Festival,Approved,Panini Batta
6554,2502,Maternity Leave,2024-08-01,2024-08-05,5,Personal Work,Approved,Krishna Manne
6555,671,Sick Leave,2024-08-28,2024-09-06,10,Marriage,Approved,Michael Borra
6556,2652,Unpaid Leave,2025-08-04,2025-08-09,6,Child Care,Approved,Lopa Sahota
6557,2841,Emergency Leave,2025-03-14,2025-03-21,8,Medical Treatment,Approved,Kavya Ganesan
6558,1446,Sick Leave,2024-08-22,2024-08-31,10,Family Emergency,Approved,Anjali Raju
6559,681,Emergency Leave,2024-05-19,2024-05-21,3,Higher Education,Approved,Yutika Kothari
6560,2985,Unpaid Leave,2024-11-21,2024-11-24,4,Vacation,Approved,Sachi Mohanty
6561,175,Paternity Leave,2024-05-11,2024-05-14,4,Vacation,Approved,Gaurav Bala
6562,2354,Annual Leave,2025-09-23,2025-09-23,1,Higher Education,Approved,Tarak Patla
6563,1666,Annual Leave,2024-01-09,2024-01-13,5,Higher Education,Approved,Dev Chadha
6564,2062,Emergency Leave,2025-08-10,2025-08-13,4,Religious Festival,Approved,Adya Ranganathan
6565,1303,Casual Leave,2024-08-20,2024-08-20,1,Personal Work,Approved,Eshana Handa
6566,722,Paternity Leave,2024-04-26,2024-04-29,4,Higher Education,Approved,Nakul Sethi
6567,2453,Sick Leave,2025-03-21,2025-03-21,1,Higher Education,Approved,Reva Karan
6568,1490,Unpaid Leave,2025-10-28,2025-11-01,5,Marriage,Pending,
6569,2548,Sick Leave,2024-01-13,2024-01-17,5,Child Care,Pending,
6570,2407,Annual Leave,2025-08-10,2025-08-14,5,Marriage,Approved,Kevin Deo
6571,2752,Maternity Leave,2025-08-26,2025-08-28,3,Religious Festival,Approved,Nimrat Bala
6572,715,Maternity Leave,2025-06-16,2025-06-23,8,Marriage,Approved,Chaaya Saini
6573,1370,Emergency Leave,2025-12-21,2025-12-24,4,Medical Treatment,Approved,Oliver Boase
6574,907,Sick Leave,2024-05-01,2024-05-01,1,Marriage,Pending,
6575,1136,Casual Leave,2025-10-22,2025-10-25,4,Marriage,Approved,Alexander Krishnan
6576,207,Sick Leave,2024-10-01,2024-10-04,4,Medical Treatment,Approved,Aarna Acharya
6577,733,Sick Leave,2024-01-02,2024-01-06,5,Personal Work,Approved,Raksha Sanghvi
6578,89,Paternity Leave,2024-02-18,2024-02-27,10,Marriage,Approved,Vanya Sant
6579,2927,Unpaid Leave,2025-09-28,2025-10-05,8,Marriage,Approved,Oni Mohanty
6580,943,Casual Leave,2025-03-21,2025-03-21,1,Medical Treatment,Approved,Ria Chakraborty
6581,1638,Annual Leave,2025-12-09,2025-12-11,3,Family Emergency,Approved,Ikshita Aggarwal
6582,1338,Annual Leave,2024-09-21,2024-09-21,1,Medical Treatment,Approved,Naveen Bail
6583,1498,Casual Leave,2024-06-02,2024-06-07,6,Higher Education,Approved,Falak Vyas
6584,222,Unpaid Leave,2024-06-20,2024-06-29,10,Personal Work,Pending,
6585,2598,Paternity Leave,2025-06-13,2025-06-13,1,Family Emergency,Approved,Gayathri Nadig
6586,2653,Unpaid Leave,2025-05-07,2025-05-11,5,Child Care,Pending,
6587,1252,Annual Leave,2024-06-08,2024-06-09,2,Family Emergency,Approved,Eshana Sandal
6588,1521,Unpaid Leave,2024-06-24,2024-06-29,6,Family Emergency,Approved,Fariq Tara
6589,1314,Sick Leave,2024-03-05,2024-03-13,9,Vacation,Approved,Orinder Sampath
6590,1992,Unpaid Leave,2024-01-23,2024-01-31,9,Medical Treatment,Approved,Rishi Kumar
6591,1022,Unpaid Leave,2024-05-05,2024-05-10,6,Religious Festival,Pending,
6592,2931,Paternity Leave,2025-02-15,2025-02-18,4,Personal Work,Approved,Lakshit Shanker
6593,2504,Casual Leave,2025-06-12,2025-06-13,2,Higher Education,Approved,Kala Pau
6594,451,Casual Leave,2025-10-08,2025-10-15,8,Religious Festival,Approved,Amaira Goswami
6595,1467,Emergency Leave,2025-06-26,2025-06-27,2,Child Care,Pending,
6596,1771,Unpaid Leave,2024-01-30,2024-02-02,4,Family Emergency,Approved,Amara Dalal
6597,1138,Emergency Leave,2025-12-25,2025-12-28,4,Child Care,Approved,Advik Mahal
6598,493,Paternity Leave,2024-07-20,2024-07-26,7,Medical Treatment,Approved,Udyati Wable
6599,2750,Paternity Leave,2024-12-11,2024-12-19,9,Child Care,Approved,Isaiah Sha
6600,973,Casual Leave,2024-10-23,2024-10-25,3,Vacation,Approved,Advika Mammen
6601,1877,Emergency Leave,2025-12-24,2025-12-25,2,Personal Work,Approved,Nitara Kalita
6602,631,Annual Leave,2024-05-15,2024-05-20,6,Child Care,Approved,Jeevika Ben
6603,2052,Unpaid Leave,2024-01-17,2024-01-22,6,Child Care,Approved,Lekha Nagarajan
6604,2440,Emergency Leave,2024-08-31,2024-09-07,8,Personal Work,Approved,Advay Anand
6605,778,Paternity Leave,2024-11-01,2024-11-04,4,Child Care,Approved,Christopher Aurora
6606,99,Maternity Leave,2024-06-01,2024-06-01,1,Vacation,Approved,Nandini Vala
6607,448,Annual Leave,2025-04-10,2025-04-11,2,Child Care,Pending,
6608,394,Unpaid Leave,2025-09-22,2025-09-22,1,Family Emergency,Approved,Chandani Ahluwalia
6609,1989,Unpaid Leave,2024-12-07,2024-12-15,9,Medical Treatment,Approved,Eta Agrawal
6610,2204,Maternity Leave,2025-04-26,2025-04-29,4,Child Care,Approved,Oliver Johal
6611,2689,Annual Leave,2024-03-10,2024-03-16,7,Medical Treatment,Pending,
6612,1670,Maternity Leave,2025-09-02,2025-09-09,8,Religious Festival,Approved,Raksha Badal
6613,363,Maternity Leave,2025-08-05,2025-08-10,6,Vacation,Pending,
6614,1436,Paternity Leave,2024-06-25,2024-06-25,1,Child Care,Approved,Meera Pathak
6615,1369,Emergency Leave,2025-05-11,2025-05-19,9,Family Emergency,Approved,Suhani Goyal
6616,1558,Emergency Leave,2025-05-13,2025-05-15,3,Vacation,Approved,Tristan Merchant
6617,1963,Sick Leave,2024-03-22,2024-03-29,8,Vacation,Approved,Dipta Vala
6618,2966,Paternity Leave,2025-04-22,2025-04-30,9,Personal Work,Approved,Qadim Pillai
6619,1833,Sick Leave,2025-05-11,2025-05-14,4,Religious Festival,Approved,Neha Jhaveri
6620,1721,Casual Leave,2025-07-17,2025-07-17,1,Marriage,Approved,Baljiwan Ghosh
6621,2979,Paternity Leave,2024-07-12,2024-07-12,1,Marriage,Pending,
6622,204,Unpaid Leave,2025-07-11,2025-07-17,7,Religious Festival,Approved,Vidhi Dar
6623,423,Paternity Leave,2024-10-16,2024-10-20,5,Personal Work,Approved,Anay Khalsa
6624,2489,Maternity Leave,2024-10-16,2024-10-19,4,Medical Treatment,Approved,Sanya Mani
6625,1066,Emergency Leave,2025-09-10,2025-09-17,8,Vacation,Approved,Sathvik Gera
6626,1781,Emergency Leave,2025-04-12,2025-04-20,9,Child Care,Approved,Qabil Sundaram
6627,1841,Casual Leave,2025-02-06,2025-02-07,2,Religious Festival,Approved,Jackson Bhasin
6628,2013,Annual Leave,2024-11-15,2024-11-16,2,Religious Festival,Approved,Krishna Keer
6629,1766,Annual Leave,2024-01-20,2024-01-25,6,Religious Festival,Approved,Samarth Manne
6630,1648,Sick Leave,2024-01-29,2024-02-02,5,Medical Treatment,Approved,Kalpit Chahal
6631,2064,Annual Leave,2024-03-29,2024-04-05,8,Family Emergency,Approved,Jagrati Chowdhury
6632,67,Paternity Leave,2024-07-10,2024-07-10,1,Religious Festival,Approved,Sanaya Majumdar
6633,1756,Casual Leave,2025-10-30,2025-11-02,4,Higher Education,Approved,Leela Kalita
6634,2882,Emergency Leave,2024-12-22,2024-12-29,8,Vacation,Approved,Lila Tata
6635,2774,Sick Leave,2024-04-17,2024-04-18,2,Higher Education,Approved,Yochana Mitter
6636,444,Maternity Leave,2024-11-13,2024-11-15,3,Medical Treatment,Approved,Amol Kannan
6637,1521,Casual Leave,2025-02-05,2025-02-13,9,Family Emergency,Approved,Harita Modi
6638,52,Unpaid Leave,2025-11-27,2025-11-28,2,Vacation,Approved,Frado Batta
6639,568,Casual Leave,2025-02-24,2025-02-28,5,Vacation,Approved,Riya Batta
6640,2696,Annual Leave,2025-05-14,2025-05-19,6,Vacation,Approved,Ucchal Dani
6641,2078,Paternity Leave,2025-07-04,2025-07-04,1,Marriage,Approved,Bhavani Dixit
6642,2327,Unpaid Leave,2025-11-26,2025-12-03,8,Higher Education,Approved,Saksham Prabhu
6643,971,Maternity Leave,2024-06-29,2024-07-07,9,Personal Work,Approved,Ucchal Badal
6644,1547,Annual Leave,2024-06-17,2024-06-23,7,Marriage,Approved,Xavier Thaker
6645,1156,Sick Leave,2024-11-05,2024-11-13,9,Vacation,Approved,Luke Vaidya
6646,113,Annual Leave,2024-05-04,2024-05-13,10,Marriage,Approved,Eta Patel
6647,1282,Sick Leave,2025-08-11,2025-08-20,10,Marriage,Approved,Irya Goel
6648,73,Emergency Leave,2024-02-24,2024-02-28,5,Child Care,Approved,Aarav Sathe
6649,1287,Casual Leave,2024-06-21,2024-06-27,7,Family Emergency,Approved,Vamakshi Prabhu
6650,2098,Maternity Leave,2024-05-25,2024-06-01,8,Religious Festival,Approved,Hitesh Lad
6651,409,Maternity Leave,2025-01-14,2025-01-23,10,Family Emergency,Approved,Wridesh Shenoy
6652,596,Casual Leave,2025-11-26,2025-11-28,3,Religious Festival,Approved,Rishi Ratti
6653,2589,Emergency Leave,2024-01-31,2024-01-31,1,Family Emergency,Approved,Janaki Shetty
6654,1024,Annual Leave,2025-08-30,2025-09-01,3,Personal Work,Approved,Ronith Parmar
6655,160,Casual Leave,2025-05-15,2025-05-21,7,Higher Education,Approved,Darpan Varghese
6656,419,Sick Leave,2025-08-24,2025-08-29,6,Religious Festival,Approved,Krisha Magar
6657,2125,Maternity Leave,2025-12-23,2025-12-23,1,Medical Treatment,Approved,Champak Shah
6658,2116,Unpaid Leave,2025-10-11,2025-10-13,3,Vacation,Approved,Ishaan Panchal
6659,1380,Annual Leave,2025-03-06,2025-03-12,7,Vacation,Approved,Amara Prabhu
6660,2907,Maternity Leave,2024-11-14,2024-11-15,2,Marriage,Approved,Waida Lalla
6661,2373,Sick Leave,2025-11-13,2025-11-20,8,Personal Work,Approved,Yochana Peri
6662,1129,Emergency Leave,2024-09-07,2024-09-16,10,Child Care,Approved,Arunima Seth
6663,794,Emergency Leave,2025-09-16,2025-09-17,2,Higher Education,Approved,Zayyan Sarna
6664,1602,Maternity Leave,2024-10-08,2024-10-13,6,Personal Work,Approved,Tamanna Karpe
6665,1241,Casual Leave,2024-01-22,2024-01-24,3,Family Emergency,Approved,Suhani Chaudhary
6666,1064,Paternity Leave,2024-11-22,2024-11-30,9,Child Care,Approved,Dhruv Bail
6667,784,Paternity Leave,2025-10-21,2025-10-22,2,Higher Education,Approved,Dhriti Mital
6668,962,Emergency Leave,2024-10-19,2024-10-20,2,Vacation,Approved,Ishita Dass
6669,928,Annual Leave,2024-01-27,2024-01-28,2,Vacation,Pending,
6670,2849,Sick Leave,2025-09-01,2025-09-07,7,Medical Treatment,Approved,Ria Mammen
6671,1080,Unpaid Leave,2025-01-10,2025-01-11,2,Marriage,Approved,Bishakha Nair
6672,2743,Maternity Leave,2024-03-21,2024-03-27,7,Medical Treatment,Approved,Lopa Wason
6673,101,Casual Leave,2025-12-08,2025-12-15,8,Medical Treatment,Pending,
6674,2054,Maternity Leave,2025-04-18,2025-04-19,2,Family Emergency,Approved,Raagini Narayanan
6675,1292,Unpaid Leave,2024-01-04,2024-01-10,7,Family Emergency,Pending,
6676,1245,Paternity Leave,2024-09-10,2024-09-17,8,Marriage,Approved,Upasna Manne
6677,1186,Annual Leave,2024-01-29,2024-01-29,1,Medical Treatment,Approved,Eshana Patil
6678,1151,Annual Leave,2025-03-07,2025-03-10,4,Medical Treatment,Approved,Rajeshri Agarwal
