promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
1637,2818,2025-11-04,Executive,Assistant Manager,18.96,Outstanding Performance
1638,1136,2025-02-28,Junior Executive,Team Lead,16.38,Outstanding Performance
1639,1482,2025-11-11,Senior Analyst,Senior Manager,17.88,Business Requirement
1640,1057,2024-07-04,Analyst,Team Lead,18.68,Role Expansion
1641,490,2024-03-18,Associate,Team Lead,14.34,Business Requirement
1642,1064,2025-05-05,Junior Executive,Team Lead,10.77,Outstanding Performance
1643,1889,2025-11-01,Executive,Lead Analyst,22.93,Annual Promotion
1644,1117,2024-02-29,Senior Executive,Executive,14.14,Leadership Development
1645,1195,2024-11-11,Junior Executive,Lead Analyst,17.0,Outstanding Performance
1646,2573,2025-07-26,Senior Analyst,Senior Executive,11.12,Outstanding Performance
1647,685,2024-03-31,Senior Analyst,Team Lead,17.24,Leadership Development
1648,2806,2024-05-22,Assistant Manager,Team Lead,21.6,Leadership Development
1649,2820,2025-05-30,Associate,Senior Manager,14.16,Business Requirement
1650,589,2024-03-15,Senior Analyst,Lead Analyst,8.22,Business Requirement
1651,1987,2024-03-04,Senior Executive,Lead Analyst,15.0,Annual Promotion
1652,634,2024-12-25,Junior Executive,Senior Executive,16.56,Annual Promotion
1653,2513,2025-10-23,Assistant Manager,Manager,19.72,Business Requirement
1654,2919,2025-09-08,Assistant Manager,Manager,17.37,Outstanding Performance
1655,313,2025-04-11,Analyst,Assistant Manager,9.98,Annual Promotion
1656,1427,2025-04-12,Junior Executive,Assistant Manager,13.3,Leadership Development
1657,1811,2025-10-15,Executive,Team Lead,23.13,Business Requirement
1658,1402,2025-11-28,Senior Analyst,Team Lead,10.93,Leadership Development
1659,486,2025-01-17,Junior Executive,Senior Manager,11.78,Annual Promotion
1660,1260,2024-01-12,Associate,Senior Executive,10.13,Annual Promotion
1661,2830,2024-05-30,Junior Executive,Assistant Manager,20.97,Outstanding Performance
1662,1984,2025-01-15,Junior Executive,Executive,20.87,Outstanding Performance
1663,2703,2025-01-15,Executive,Team Lead,16.73,Outstanding Performance
1664,1037,2024-10-29,Analyst,Executive,8.74,Leadership Development
1665,396,2024-10-14,Associate,Executive,21.3,Business Requirement
1666,820,2025-04-09,Executive,Manager,11.14,Leadership Development
1667,597,2025-09-15,Junior Executive,Executive,22.38,Leadership Development
1668,1443,2024-05-15,Senior Analyst,Lead Analyst,10.73,Business Requirement
1669,2511,2024-08-30,Assistant Manager,Senior Manager,12.11,Business Requirement
1670,2369,2025-06-12,Junior Executive,Executive,20.98,Business Requirement
1671,785,2025-05-31,Executive,Senior Manager,24.39,Annual Promotion
1672,18,2024-05-19,Assistant Manager,Manager,24.55,Outstanding Performance
1673,2899,2025-08-03,Executive,Manager,16.07,Business Requirement
1674,2759,2025-11-12,Executive,Assistant Manager,24.28,Annual Promotion
1675,1555,2024-11-10,Assistant Manager,Lead Analyst,15.21,Business Requirement
1676,463,2024-03-05,Executive,Assistant Manager,20.94,Leadership Development
1677,452,2024-01-06,Junior Executive,Assistant Manager,16.84,Role Expansion
1678,2887,2024-02-05,Assistant Manager,Lead Analyst,12.9,Outstanding Performance
1679,2023,2025-07-05,Junior Executive,Lead Analyst,9.97,Leadership Development
1680,1278,2024-03-21,Analyst,Manager,19.68,Role Expansion
1681,1669,2024-08-07,Executive,Manager,12.94,Role Expansion
1682,286,2024-06-23,Executive,Team Lead,23.21,Role Expansion
1683,735,2025-08-28,Associate,Lead Analyst,8.22,Role Expansion
1684,1624,2024-04-20,Associate,Executive,15.45,Outstanding Performance
1685,1618,2025-11-26,Junior Executive,Senior Executive,14.81,Business Requirement
1686,692,2025-10-25,Junior Executive,Senior Manager,9.1,Annual Promotion
1687,1656,2025-03-30,Senior Executive,Manager,10.09,Role Expansion
1688,1141,2024-02-16,Associate,Assistant Manager,21.0,Business Requirement
1689,2638,2024-05-14,Senior Analyst,Lead Analyst,24.03,Leadership Development
1690,2471,2025-09-26,Analyst,Senior Manager,24.15,Role Expansion
1691,604,2025-08-16,Senior Analyst,Lead Analyst,21.06,Outstanding Performance
1692,2005,2024-10-27,Junior Executive,Lead Analyst,16.45,Annual Promotion
1693,217,2025-09-17,Junior Executive,Executive,22.12,Role Expansion
1694,734,2025-12-21,Associate,Executive,14.5,Leadership Development
1695,2548,2024-04-24,Executive,Lead Analyst,18.59,Outstanding Performance
1696,2130,2025-08-31,Associate,Team Lead,21.05,Role Expansion
1697,2712,2024-01-17,Executive,Lead Analyst,16.46,Business Requirement
1698,1408,2025-04-07,Senior Executive,Manager,21.76,Business Requirement
1699,130,2025-05-30,Senior Analyst,Executive,24.84,Outstanding Performance
1700,1289,2025-01-19,Analyst,Assistant Manager,22.5,Role Expansion
1701,135,2025-06-07,Analyst,Executive,11.01,Leadership Development
1702,2014,2025-05-17,Associate,Senior Executive,15.32,Leadership Development
1703,1997,2025-05-21,Associate,Assistant Manager,20.99,Business Requirement
1704,2704,2025-05-30,Associate,Assistant Manager,17.41,Business Requirement
1705,1950,2025-06-29,Senior Analyst,Assistant Manager,17.56,Annual Promotion
1706,1604,2024-09-07,Senior Analyst,Executive,12.48,Business Requirement
1707,2771,2024-03-24,Analyst,Manager,14.0,Leadership Development
1708,116,2025-02-13,Senior Executive,Executive,18.04,Annual Promotion
1709,1429,2025-05-03,Assistant Manager,Lead Analyst,21.76,Business Requirement
1710,2561,2025-09-10,Junior Executive,Team Lead,13.8,Outstanding Performance
1711,1464,2024-04-19,Analyst,Lead Analyst,15.0,Outstanding Performance
1712,1015,2025-07-08,Associate,Senior Executive,11.99,Leadership Development
1713,2819,2025-09-01,Senior Analyst,Executive,9.11,Leadership Development
1714,696,2024-01-16,Junior Executive,Lead Analyst,8.34,Leadership Development
1715,2695,2025-09-07,Junior Executive,Assistant Manager,22.68,Business Requirement
1716,1093,2024-01-25,Senior Analyst,Assistant Manager,8.35,Role Expansion
1717,1297,2025-06-10,Senior Analyst,Executive,14.42,Role Expansion
1718,401,2024-12-07,Senior Executive,Manager,21.74,Outstanding Performance
1719,844,2025-05-09,Associate,Senior Manager,13.71,Business Requirement
1720,2734,2025-04-12,Assistant Manager,Team Lead,13.77,Business Requirement
1721,1786,2025-01-18,Senior Executive,Lead Analyst,11.43,Outstanding Performance
1722,2195,2024-04-29,Assistant Manager,Team Lead,11.64,Leadership Development
1723,2350,2024-08-07,Junior Executive,Lead Analyst,14.83,Annual Promotion
1724,377,2025-05-20,Senior Analyst,Senior Manager,20.2,Business Requirement
1725,1380,2024-03-31,Junior Executive,Manager,12.65,Business Requirement
1726,1947,2024-09-18,Assistant Manager,Manager,15.26,Leadership Development
1727,2669,2025-10-19,Assistant Manager,Executive,22.0,Business Requirement
1728,1774,2024-11-02,Assistant Manager,Lead Analyst,19.28,Leadership Development
1729,1648,2025-06-13,Executive,Assistant Manager,12.27,Business Requirement
1730,2243,2025-08-13,Analyst,Senior Manager,11.07,Outstanding Performance
1731,2115,2025-06-22,Associate,Senior Manager,22.67,Business Requirement
1732,2707,2024-02-26,Analyst,Senior Executive,24.36,Role Expansion
1733,2183,2024-05-16,Senior Executive,Senior Manager,21.75,Role Expansion
1734,2568,2024-04-27,Senior Analyst,Senior Manager,9.02,Annual Promotion
1735,606,2024-06-16,Senior Executive,Assistant Manager,12.09,Leadership Development
1736,264,2024-09-19,Assistant Manager,Lead Analyst,18.78,Role Expansion
1737,1176,2024-08-05,Senior Executive,Team Lead,18.98,Leadership Development
1738,968,2025-02-20,Associate,Manager,14.9,Outstanding Performance
1739,114,2025-11-26,Executive,Senior Executive,12.17,Leadership Development
1740,2294,2025-01-02,Analyst,Assistant Manager,24.85,Role Expansion
1741,828,2024-08-17,Associate,Executive,10.71,Annual Promotion
1742,1138,2024-10-09,Junior Executive,Lead Analyst,19.2,Annual Promotion
1743,173,2024-07-19,Associate,Team Lead,24.38,Role Expansion
1744,227,2024-10-12,Assistant Manager,Executive,22.61,Outstanding Performance
1745,1221,2025-04-20,Senior Executive,Manager,22.74,Role Expansion
1746,2693,2024-07-26,Senior Executive,Senior Manager,23.06,Role Expansion
1747,576,2024-03-15,Assistant Manager,Senior Manager,12.01,Business Requirement
1748,495,2025-09-18,Associate,Manager,16.87,Business Requirement
1749,1032,2024-12-01,Assistant Manager,Manager,16.44,Outstanding Performance
1750,501,2024-11-20,Executive,Manager,21.14,Leadership Development
1751,2394,2024-04-13,Senior Executive,Team Lead,20.53,Annual Promotion
1752,591,2024-05-10,Analyst,Senior Executive,9.82,Annual Promotion
1753,1673,2024-10-04,Senior Executive,Assistant Manager,12.32,Business Requirement
1754,2186,2024-03-02,Junior Executive,Assistant Manager,14.37,Outstanding Performance
1755,1736,2025-10-22,Senior Executive,Manager,16.07,Annual Promotion
1756,594,2025-09-14,Senior Executive,Team Lead,14.17,Leadership Development
1757,87,2025-12-07,Assistant Manager,Lead Analyst,18.97,Business Requirement
1758,2713,2025-11-01,Junior Executive,Team Lead,21.58,Outstanding Performance
1759,2751,2024-09-07,Associate,Team Lead,12.07,Business Requirement
1760,2618,2025-04-09,Analyst,Lead Analyst,24.29,Leadership Development
1761,500,2025-05-19,Assistant Manager,Senior Manager,17.09,Annual Promotion
1762,1610,2025-08-16,Assistant Manager,Executive,23.77,Leadership Development
1763,965,2025-04-19,Senior Executive,Executive,13.06,Annual Promotion
1764,1300,2024-01-28,Analyst,Senior Manager,22.95,Role Expansion
1765,1123,2024-12-11,Assistant Manager,Executive,22.73,Role Expansion
1766,1692,2024-08-25,Analyst,Senior Manager,23.75,Leadership Development
1767,412,2025-08-15,Associate,Assistant Manager,22.01,Leadership Development
1768,1442,2025-01-11,Senior Analyst,Executive,15.15,Business Requirement
1769,1857,2024-04-17,Associate,Lead Analyst,19.82,Outstanding Performance
1770,753,2025-06-15,Associate,Senior Manager,18.71,Annual Promotion
1771,820,2024-06-18,Junior Executive,Assistant Manager,18.68,Leadership Development
1772,454,2025-10-18,Senior Analyst,Executive,10.68,Business Requirement
1773,2660,2024-03-23,Associate,Team Lead,20.97,Business Requirement
1774,1309,2025-03-05,Associate,Assistant Manager,15.68,Annual Promotion
1775,2430,2024-10-05,Senior Executive,Senior Manager,22.06,Leadership Development
1776,1506,2024-06-02,Executive,Assistant Manager,11.09,Role Expansion
1777,920,2025-02-26,Assistant Manager,Manager,8.35,Outstanding Performance
1778,2507,2025-11-06,Senior Analyst,Senior Manager,18.65,Outstanding Performance
1779,1073,2025-04-10,Analyst,Senior Executive,19.92,Annual Promotion
1780,2532,2025-09-14,Junior Executive,Assistant Manager,15.29,Leadership Development
1781,697,2025-12-18,Executive,Lead Analyst,24.1,Outstanding Performance
1782,2154,2025-04-18,Junior Executive,Senior Manager,15.4,Role Expansion
1783,2025,2024-01-09,Assistant Manager,Senior Manager,10.01,Annual Promotion
1784,1091,2025-03-16,Executive,Team Lead,12.9,Role Expansion
1785,1767,2024-07-05,Analyst,Senior Executive,22.56,Business Requirement
1786,1160,2024-07-20,Executive,Team Lead,20.35,Annual Promotion
1787,1674,2025-10-12,Analyst,Senior Executive,21.47,Outstanding Performance
1788,965,2025-03-03,Senior Executive,Lead Analyst,18.5,Annual Promotion
1789,2803,2025-05-01,Senior Executive,Manager,19.0,Outstanding Performance
1790,546,2024-08-11,Junior Executive,Assistant Manager,22.81,Role Expansion
1791,2922,2024-06-10,Associate,Senior Executive,14.52,Role Expansion
1792,1050,2025-11-29,Associate,Manager,9.24,Business Requirement
1793,1364,2024-09-18,Junior Executive,Executive,23.83,Role Expansion
1794,2748,2024-03-10,Senior Executive,Manager,24.44,Business Requirement
1795,187,2025-06-10,Associate,Senior Manager,8.09,Business Requirement
1796,1240,2024-07-28,Senior Analyst,Assistant Manager,24.62,Leadership Development
1797,169,2025-06-04,Executive,Manager,17.87,Leadership Development
1798,2019,2024-11-26,Executive,Manager,23.82,Role Expansion
1799,2910,2024-03-03,Executive,Lead Analyst,17.02,Annual Promotion
1800,1284,2024-03-19,Senior Executive,Executive,8.75,Annual Promotion
1801,1151,2024-07-07,Analyst,Team Lead,20.71,Role Expansion
1802,2511,2024-05-15,Senior Executive,Lead Analyst,22.1,Leadership Development
1803,1785,2024-04-07,Senior Analyst,Lead Analyst,23.18,Leadership Development
1804,620,2024-06-18,Associate,Assistant Manager,17.45,Role Expansion
1805,609,2024-03-23,Junior Executive,Senior Executive,8.93,Annual Promotion
1806,1066,2024-04-21,Junior Executive,Assistant Manager,10.78,Role Expansion
1807,2028,2025-11-13,Analyst,Executive,8.69,Leadership Development
1808,1988,2025-08-22,Associate,Manager,15.78,Outstanding Performance
1809,607,2024-08-04,Assistant Manager,Senior Manager,10.1,Outstanding Performance
1810,1164,2025-07-19,Executive,Team Lead,11.07,Annual Promotion
1811,1118,2024-12-29,Associate,Manager,17.58,Business Requirement
1812,17,2025-11-28,Executive,Manager,16.94,Business Requirement
1813,315,2025-11-08,Executive,Assistant Manager,12.18,Role Expansion
1814,1347,2025-06-11,Associate,Executive,8.44,Outstanding Performance
1815,2419,2025-09-10,Analyst,Lead Analyst,23.8,Outstanding Performance
1816,630,2024-01-07,Assistant Manager,Lead Analyst,8.49,Role Expansion
1817,2702,2024-11-03,Assistant Manager,Senior Manager,16.16,Leadership Development
1818,24,2024-01-20,Senior Analyst,Senior Manager,13.6,Outstanding Performance
1819,1856,2024-10-22,Associate,Manager,13.52,Business Requirement
1820,200,2025-06-08,Executive,Senior Executive,21.63,Leadership Development
1821,228,2025-08-03,Senior Executive,Team Lead,20.64,Business Requirement
1822,380,2024-11-10,Senior Analyst,Assistant Manager,14.78,Annual Promotion
1823,1634,2024-11-22,Executive,Team Lead,9.52,Annual Promotion
1824,1649,2025-12-23,Executive,Assistant Manager,12.84,Annual Promotion
1825,2011,2024-07-27,Junior Executive,Lead Analyst,21.62,Leadership Development
1826,538,2025-10-11,Associate,Manager,14.1,Outstanding Performance
1827,2100,2024-02-10,Assistant Manager,Lead Analyst,11.4,Role Expansion
1828,1100,2025-10-22,Analyst,Assistant Manager,17.57,Role Expansion
1829,1731,2025-01-08,Junior Executive,Team Lead,21.79,Business Requirement
1830,2584,2025-05-27,Executive,Assistant Manager,15.24,Outstanding Performance
1831,1899,2024-10-16,Senior Analyst,Lead Analyst,19.5,Annual Promotion
1832,2579,2025-05-07,Analyst,Manager,19.0,Outstanding Performance
1833,1792,2025-04-10,Senior Executive,Assistant Manager,9.35,Role Expansion
1834,1231,2024-07-29,Senior Executive,Senior Manager,22.31,Business Requirement
1835,2329,2025-02-27,Analyst,Lead Analyst,8.81,Outstanding Performance
1836,441,2025-06-13,Junior Executive,Manager,16.68,Role Expansion
1837,2707,2025-05-29,Junior Executive,Assistant Manager,20.25,Leadership Development
1838,2399,2024-06-03,Senior Executive,Lead Analyst,9.39,Business Requirement
1839,2710,2024-04-01,Junior Executive,Executive,15.87,Annual Promotion
1840,342,2024-06-27,Assistant Manager,Executive,15.08,Leadership Development
1841,2966,2024-06-02,Senior Executive,Manager,15.73,Role Expansion
1842,1086,2025-03-18,Senior Analyst,Team Lead,13.8,Annual Promotion
1843,321,2025-05-21,Executive,Senior Executive,20.7,Business Requirement
1844,2759,2025-09-28,Senior Executive,Team Lead,9.81,Business Requirement
1845,1618,2025-09-23,Junior Executive,Executive,9.98,Annual Promotion
1846,1885,2025-10-26,Associate,Assistant Manager,19.76,Business Requirement
1847,1241,2025-03-15,Associate,Assistant Manager,18.51,Business Requirement
1848,2760,2024-10-07,Senior Executive,Senior Manager,24.37,Role Expansion
1849,359,2024-07-23,Assistant Manager,Lead Analyst,10.13,Outstanding Performance
1850,66,2025-10-08,Executive,Team Lead,19.83,Annual Promotion
1851,858,2024-07-07,Assistant Manager,Executive,16.18,Annual Promotion
1852,1785,2024-11-06,Associate,Senior Executive,22.32,Business Requirement
1853,1899,2024-09-23,Executive,Lead Analyst,10.52,Role Expansion
1854,681,2024-11-20,Junior Executive,Executive,23.34,Role Expansion
1855,81,2024-06-13,Analyst,Assistant Manager,22.62,Business Requirement
1856,1208,2025-08-01,Executive,Senior Executive,17.68,Role Expansion
1857,33,2024-08-10,Junior Executive,Lead Analyst,9.75,Role Expansion
1858,2031,2025-11-21,Analyst,Team Lead,20.53,Business Requirement
1859,1192,2024-01-14,Associate,Manager,8.63,Role Expansion
1860,2421,2024-03-28,Analyst,Manager,20.32,Role Expansion
1861,249,2025-11-02,Executive,Senior Manager,16.98,Role Expansion
1862,2267,2024-07-15,Senior Analyst,Lead Analyst,9.08,Role Expansion
1863,2027,2025-11-13,Analyst,Executive,18.59,Leadership Development
1864,1787,2024-03-29,Analyst,Senior Manager,8.35,Leadership Development
1865,1923,2025-11-07,Associate,Senior Executive,13.85,Annual Promotion
1866,2408,2024-12-31,Senior Analyst,Senior Executive,23.45,Leadership Development
1867,2930,2024-01-18,Senior Analyst,Team Lead,19.17,Annual Promotion
1868,2914,2025-06-07,Senior Executive,Senior Manager,14.64,Role Expansion
1869,2673,2025-11-08,Assistant Manager,Senior Manager,20.49,Role Expansion
1870,664,2025-04-29,Assistant Manager,Team Lead,18.57,Leadership Development
1871,354,2024-12-23,Associate,Senior Manager,19.34,Annual Promotion
1872,641,2025-02-05,Executive,Senior Executive,18.3,Outstanding Performance
1873,962,2024-08-11,Assistant Manager,Lead Analyst,11.56,Outstanding Performance
1874,1069,2024-08-09,Junior Executive,Lead Analyst,14.07,Annual Promotion
